itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
E3N-C3560CX1-A,E3N-C3560CX1-A,C3560CX CISCO DNA EA Advantage 8-Port,Broker,22,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C38502-A,E3N-C38502-A,C3850 CISCO DNA EA Advantage 48-Port,Broker,22,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EDU-RATIO,A-FLEX-EDU-RATIO,Ratio Exception - Compliance Hold,Broker,22,22,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
D9865-PAL-EU,D9865-PAL-EU,"D9865D, NTSC MODULATOR, NA POWER CORD",Broker,22,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9300X2-A,E3N-C9300X2-A,C9300X 24-port CISCO DNA EA Advantage,Broker,22,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-WCC-P-C,A-FLEX-WCC-P-C,Webex Contact Center Premium Concurrent Agent,Broker,22,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS425-16,E3N-MS425-16,Meraki MS425-16 Enterprise Agreement,Broker,21,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-PSTN-INT-NL,A-AUD-PSTN-INT-NL,International Metered Calling for Non Local,Broker,21,21,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MI-XS,E3N-MI-XS,Meraki MI-XS Enterprise Agreement,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-O-CDO5516P,E2SF-O-CDO5516P,Security EA 2.0 Choice Defense Orchestrator for AS,Broker,20,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX67C-ENT,E3N-MX67C-ENT,Meraki MX67C ENT Enterprise Agreement,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MDS9100-G-A,E3N-MDS9100-G-A,MDS9100 EA Advantage,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX84-SEC,E3N-MX84-SEC,Meraki MX84 SEC Enterprise Agreement,Broker,20,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-WXA-WXMT-NU,A-FLEX-WXA-WXMT-NU,Webex Assistant for Webex Meetings - NU -1,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3A-MGT-IS-PVAPP-E,E3A-MGT-IS-PVAPP-E,Infrastructure Services PVA - Essentials,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-TE-SUP-B,SVS-TE-SUP-B,Cisco ThousandEyes Basic Support,Broker,20,20,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3A-MGT-IS-SAAS-E,E3A-MGT-IS-SAAS-E,Infrastructure Services SaaS/CVA - Essentials,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS120-48LP,E3N-MS120-48LP,Meraki MS120-48LP Enterprise Agreement,Broker,20,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SDWAN-CLOUD-PF,SDWAN-CLOUD-PF,Cisco SDWAN Cloud Deployment Option,Broker,20,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9300-GF-A,E3N-N9300-GF-A,DCN FIXED 1G Advantage,Broker,20,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-BE4K-1YR-SEAT,A-BE4K-1YR-SEAT,Business Edition 4000 1 Year Seat,Broker,20,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-TOKEN-10PACK,DUO-TOKEN-10PACK,Hardware tokens for use with a Cisco Duo subscript,Broker,20,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-ND-SR-CUWP,A-SPK-ND-SR-CUWP,Room Systems,Broker,20,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-MRNI,E3-N-MRNI,Meraki - Network Infrastructure,Broker,20,20,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-SFW,E3-SEC-SFW,Security EA 3.0 Cisco Secure Firewall,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CSEMAIL-SEC-SUB,CSEMAIL-SEC-SUB,Cisco Secure Email XaaS Subscription,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SEC-AUTO-PUI-LIC,SEC-AUTO-PUI-LIC,Cisco Security - For Internal Use Only,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CONT-MGMT,A-FLEX-CONT-MGMT,Cloud Content Management,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS125-48FP,E3N-MS125-48FP,Meraki MS125-48FP Enterprise Agreement,Broker,19,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-AS-S,E3N-AS-S,Support for EA DNA Switching,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3S-SFW-B,SVS-E3S-SFW-B,Basic Software Support for Cisco Secure Firewall,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
AMP4E-ADV-CL-SUB,AMP4E-ADV-CL-SUB,AMP for Endpoints Advantage Tier subscription,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-AS,E3-N-AS,Cisco DNA Switching,Broker,19,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-AIR-S,E3N-AIR-S,Support for EA DNA Wireless,Broker,18,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-US-TA-ITF,A-WX-US-TA-ITF,Global Toll Free (1),Broker,18,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-3,A-WORK-3,Webex Work,Broker,18,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-ENTWAN-P-T1-A,E3N-ENTWAN-P-T1-A,WAN (Routing & SD-WAN) Tier 2 On-Prem (1G) DNA Adv,Broker,18,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-AIR,E3-N-AIR,Cisco DNA Wireless,Broker,18,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-ADDONS,E3-SEC-ADDONS,Security EA 3.0 Security Add-On Products,Broker,18,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS130-CMPT,E3N-MS130-CMPT,Meraki MS130-CMPT Enterprise Agreement,Broker,18,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SDWAN-UMB-ESS,SDWAN-UMB-ESS,Cisco Umbrella for DNA Essentials,Broker,18,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
IOSXE-CTRL-MODE-PF,IOSXE-CTRL-MODE-PF,IOS XE SD-WAN boot up mode for Unified image -Depl,Broker,18,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-S-C-AGT-ENT,A-FLEX-S-C-AGT-ENT,Webex Contact Center Concurrent Standard Agent Ent,Broker,18,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9300X1-A,E3N-C9300X1-A,C9300X 12-port CISCO DNA EA Advantage,Broker,18,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-ASA5516,E2SF-F-ASA5516,"Sec EA 2.0 Choice ASA5516 FirePOWER IPS, AMP & URL",Broker,18,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-PR-SIM-O,APPD-PR-SIM-O,AppD Pro Ed - Server Visibility (3-Pack) - On-Prem,Broker,17,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TST-SIM-ONPR-Z,TST-SIM-ONPR-Z,AppD T&D -Server Visibility (3-Pack)-OnPremOps,Broker,17,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-T-SIM-O,APPD-T-SIM-O,AppD T&D Ed -Server Visibility (3-Pack)-On-Prem,Broker,17,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3S-ADDONS-B,SVS-E3S-ADDONS-B,Basic Software Support for Security Add-Ons,Broker,17,17,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C96001-A,E3N-C96001-A,C9600 DNA Advantage,Broker,16,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-RTT-WXMT-NU,A-FLEX-RTT-WXMT-NU,Real Time Translation & Transcription - NU -1,Broker,16,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR2130-TC,E3S-SFW-FPR2130-TC,Security EA 3.0 FPR2130 ThreatDefense Threat and U,Broker,16,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C95002-G-A,E2N-C95002-G-A,C9500 CISCO DNA EA Advantage Low (12Q/16X) New Pur,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SPCHCON-11X,A-FLEX-SPCHCON-11X,SpeechConnect 11x -1,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-CNDTR-EA-C2400,LIC-CNDTR-EA-C2400,Conductor 2400 call sessions license,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-CNDTR-EA-B30,LIC-CNDTR-EA-B30,"Conductor license, support up to 30 bridges",Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PRO-SIM-ONPR-Z,PRO-SIM-ONPR-Z,AppD Pro - Server Visibility (3-Pack) - OnPremOps,Broker,16,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-CNDTR-EA-K9,LIC-CNDTR-EA-K9,Conductor License for Base Encrypted Software Imag,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-S-FP8350,E2SC-S-FP8350,Security ELA 2.0 FirePOWER 8350 IPS  Apps  AMP and,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-SD480G6I1X-EV,DN2-SD480G6I1X-EV,480GB 2.5 inch Enterprise Value  6G SATA SSD,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SW-CDTR-V4.X-EA-K9,SW-CDTR-V4.X-EA-K9,Cisco TelePresence Conductor base software image v,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-EDU-SUB,UMB-EDU-SUB,Umbrella Cloud Security Subscription for Education,Broker,16,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SDWAN-UMB-ADV,SDWAN-UMB-ADV,Cisco Umbrella for DNA Advantage / Initial Term 36,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-R2F-EST-3Y,DC-MGT-R2F-EST-3Y,Cisco Intersight SaaS -Essentials R2F 3Yrs for pri,Broker,16,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-PSU1-770W,DN2-PSU1-770W,Cisco UCS 770W AC Power Supply for Rack Server,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-CPU-I6238,DN2-CPU-I6238,Intel 6238 2.1GHz/140W 22C/30.25MB  DCP DDR4 2933 ,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-MR-X32G2RW,DN2-MR-X32G2RW,32GB RDIMM DRx4 3200 (8Gb),Broker,16,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
VMCNDTR-EA-K9,VMCNDTR-EA-K9,Virtual TelePresence Conductor  supports30 MCUs/24,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-CNDTR-EA-CL,LIC-CNDTR-EA-CL,Conductor clustering support,Broker,16,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX250-SEC,E3N-MX250-SEC,Meraki MX250 SEC Enterprise Agreement,Broker,16,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-SD19T6S1X-EV,DN2-SD19T6S1X-EV,1.9TB 2.5 inch Enterprise Value  6G SATA SSD,Broker,16,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLship,A-FLship,On-Premises UCCX Standard Concurrent Agent,Broker,16,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CAB-9K12A-NA,CAB-9K12A-NA,POWER CORD 125VAC 13A NE,Broker,16,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Smrtnt Rnwl - SW,Smrtnt Rnwl - SW,Cisco Smartnet Software Renewal,Broker,15,15,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NU-BCCB-NU,A-FLEX-NU-BCCB-NU,Meetings Bridge,Broker,15,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-14-LIC,A-FLEX-14-LIC,Version 14x license add-on entitlement,Broker,15,15,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MS120-8LP-HW,MS120-8LP-HW,Meraki MS120-8LP 1G L2 Cloud Managed 8x GigE 64W P,Broker,15,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS125-24P,E3N-MS125-24P,Meraki MS125-24P Enterprise Agreement,Broker,15,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-SM-E,LIC-SM-E,Meraki Systems Manager Essentials Device Subscript,Broker,15,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-ENT-3YR,LIC-ENT-3YR,"Meraki Enterprise Cloud Controller License, 3 Year",Broker,15,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-RTT-MTG-ENT,A-FLEX-RTT-MTG-ENT,Real Time Translation & Transcription Entitlement,Broker,15,15,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MS-100-M-E,LIC-MS-100-M-E,Meraki MS100 Medium Essentials Subscription LIC an,Broker,15,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TST-DB-SAAS- NC,TST-DB-SAAS- NC,AppDynamics Test & Dev Edition - Database Visibili,Broker,15,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
COHS-DPRT-SSP-1Y,COHS-DPRT-SSP-1Y,One -1 Year of Premium (24x7) Support for COHS-DPR,Broker,15,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3-EMAIL-B,SVS-E3-EMAIL-B,Basic Software Support for Secure Email,Broker,15,15,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-SIGA-T2SWE,E3-CX-SIGA-T2SWE,SVCS Portfolio T2 Umbrella SIG ADV SWSS E SW Suppo,Broker,14,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-ISE3,E2F-SEC-ISE3,Cisco EA 2.0 Choice - Security Suites- ISE,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX-S-E,E3N-MX-S-E,Meraki MX Small Essentials EA 3.0 LIC and Support,Broker,14,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Discount - Cisco Flex,Discount - Cisco Flex,Cisco Flex Migration Discount,Broker,14,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EMAILC-SUP-B,SVS-EMAILC-SUP-B,BASIC SUPPORT FOR CLOUD EMAIL SECURITY,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-EC-EE-OVR,A-WX-EC-EE-OVR,Emp Count Enterprise Edition Attendee Overage (1),Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C1-N9K-ADD-T,C1-N9K-ADD-T,Cisco DCN Subscription for Nexus 9000 - CHOOSE QTY,Broker,14,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-3000-ENT,A-EVENTS-3000-ENT,Webex Events 3000 Entitlement,Broker,14,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-WCC-S-N,A-FLEX-WCC-S-N,Webex Contact Center Standard Named Agent,Broker,14,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
IOSXE-AUTO-MODE-PF,IOSXE-AUTO-MODE-PF,IOS XE Autonomous boot up mode for Unified image,Broker,14,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNAC-ONPREM-PF,DNAC-ONPREM-PF,Cisco DNA Center On Prem Deployment Option for WAN,Broker,14,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SW-EXPWY-15X-K9,A-SW-EXPWY-15X-K9,Expressway Version 15 Restricted Software,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C9300S2-B-A,E2N-C9300S2-B-A,"C9300 DNA Advantage, 48-Port Fiber, Existing Ess.",Broker,14,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3S-SECEP-B,SVS-E3S-SECEP-B,Basic Software Support for Secure Endpoint,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-NU-ECTR-500,A-WX-NU-ECTR-500,Event Center Capacity 500 (1),Broker,14,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SFP-25G-LR,SFP-25G-LR,"25GBASE-LR SFP25 transceiver, up to 10km over sing",Broker,14,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-UMBSIGE,E3-SEC-UMBSIGE,Security EA 3.0 Umbrella Secure Internet Gateway E,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-COM-U,A-WORK-COM-U,Webex Meetings + Webex Calling,Broker,14,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-F8350-TAMC-5Y,E2SC-F8350-TAMC-5Y,ELA 2 FirePOWER 8350 IPS  Apps  AMP and URL 5YR Se,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-FPR1140T,E2SF-F-FPR1140T,"Sec EA 2.0 Choice FPR1140 Threat Defense Threat, M",Broker,12,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-SUPT-G-FX,UMB-SUPT-G-FX,Umbrella Support - Gold for FX Offer,Broker,12,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-UMBSIGE,E2F-SEC-UMBSIGE,Cisco EA 2.0 Choice -Security Suites-Umbrella SIG ,Broker,12,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CSC-DC-MGT-IS-SAAS-ES,CSC-DC-MGT-IS-SAAS-ES,DC-MGT-IS-SAAS-ES,Broker,12,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9500-M4-A,E3N-N9500-M4-A,DCN MODULAR 4 SLOT Advantage,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-A-HAAC-12X,A-FLEX-A-HAAC-12X,Attendant Console Advanced HA Version 12,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SE-S-ASA5516,E2SE-S-ASA5516,"Security ELA 2.0 ASA5516 FirePOWER IPS, AMP and UR",Broker,12,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-UMBDNSA,E2F-SEC-UMBDNSA,Cisco EA 2.0 - Security Suites- Umbrella,Broker,12,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EA2-ISE3-SUP-E,SVS-EA2-ISE3-SUP-E,ENHANCED SUPPORT FOR IDENTITY SERVICES ENGINE,Broker,12,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CCOMMON-ENT,A-FLEX-CCOMMON-ENT,Webex Calling Common Area Entitlement,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-CES-SUB,L-CES-SUB,Cloud Email Security Subscription,Broker,12,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-SPK-SUPT-ENH,SVS-SPK-SUPT-ENH,Enhanced Support for Cisco Spark-Prepayment,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-ADM,E2SF-I-ISE-ADM,Security EA 2.0 Choice ISE Device Admin TACACS Lic,Broker,12,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-AES-VTS-EA-K9,LIC-AES-VTS-EA-K9,AES and HTTPS option for VTS,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-VTS-EA-INTOP,LIC-VTS-EA-INTOP,Order L-VTS-UPG-PAK for e-Delivery Virtual TS Inte,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-C-AGT-ENT,A-FLEX-P-C-AGT-ENT,Webex Contact Center Concurrent Premium Agent Enti,Broker,12,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS425-32,E3N-MS425-32,Meraki MS425-32 Enterprise Agreement,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS120-8LP,E3N-MS120-8LP,Meraki MS120-8LP Enterprise Agreement,Broker,12,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CSC-DC-MGT-UCSC-1S,CSC-DC-MGT-UCSC-1S,DC-MGT-UCSC-1S,Broker,12,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
